# chrom	start	end	chrom	start	end	Adipocytes	Endothelium	Heart-Cardio	Oligodend	Neuron	Liver-Hep	Pancreas-Duct	Pancreas-Acinar	Pancreas-Delta	Pancreas-Beta	Pancreas-Alpha	Kidney-Ep	Thyroid-Ep	Fallopian-Ep	Ovary+Endom-Ep	Eryth-prog	Blood-T	Blood-NK	Blood-Mono+Macro	Blood-Granul	Blood-B	Head-Neck-Ep	Lung-Ep-Bron	Prostate-Ep	Bladder-Ep	Breast-Luminal-Ep	Breast-Basal-Ep	Lung-Ep-Alveo	Gastric-Ep	Colon-Ep	Small-Int-Ep
chr9	124224458	124224697	chr9	124224458	124224696	0.9	0.94	0.95	0.93	0.96	0.86	0.93	0.9	0.9	0.91	0.9	0.94	0.93	0.96	0.97	0.71	0.92	0.92	0.88	0.26	0.93	0.93	0.93	0.94	0.92	0.9	0.96	0.92	0.92	0.91	0.86
chr9	124420011	124420374	chr9	124420011	124420373	0.56	0.33	0.55	0.79	0.54	0.95	0.84	0.9	0.95	0.95	0.95	0.91	0.96	0.66	0.92	0.74	0.93	0.93	0.93	0.95	0.96	0.94	0.93	0.94	0.89	0.96	0.92	0.85	0.67	0.93	0.93
chr9	125566582	125566829	chr9	125566582	125566828	0.95	0.94	0.97	0.97	0.88	0.95	0.95	0.91	0.96	0.96	0.94	0.96	0.95	0.22	0.91	0.72	0.96	0.95	0.96	0.96	0.97	0.94	0.94	0.96	0.96	0.96	0.97	0.95	0.93	0.96	0.94
chr9	125566947	125567584	chr9	125566947	125567583	0.9	0.88	0.9	0.9	0.87	0.9	0.76	0.77	0.75	0.83	0.83	0.89	0.89	0.31	0.62	0.63	0.89	0.9	0.92	0.92	0.9	0.86	0.82	0.89	0.9	0.89	0.92	0.85	0.81	0.89	0.89
chr9	125705957	125706227	chr9	125705957	125706226	0.99	0.99	0.99	0.97	0.99	0.99	0.95	0.18	0.97	0.99	0.99	0.99	0.98	0.99	0.99	0.94	0.99	1.0	0.99	1.0	0.98	0.98	0.98	0.99	1.0	0.99	0.99	0.99	0.95	0.96	0.97
chr9	125996216	125997178	chr9	125996216	125997177	0.95	0.95	0.98	0.98	0.98	0.97	0.98	0.98	0.97	0.98	0.98	0.98	0.99	0.98	0.96	0.93	0.97	0.91	0.89	0.97	0.14	0.97	0.98	0.98	0.98	0.99	0.99	0.98	0.97	0.97	0.97
chr9	126114491	126114599	chr9	126114491	126114598	0.8	0.92	0.98	0.98	0.99	0.98	0.97	0.89	0.93	0.89	0.74	0.96	0.9	0.98	0.89	0.8	0.96	0.97	0.98	0.99	0.99	0.09	0.42	0.97	0.89	0.99	0.98	0.86	0.98	0.96	0.92
chr9	126185524	126185683	chr9	126185524	126185682	0.95	0.92	0.98	0.97	0.97	0.97	0.94	0.96	0.94	0.96	0.96	0.93	0.97	0.97	0.97	0.88	0.93	0.82	0.79	0.12	0.95	0.95	0.96	0.97	0.97	0.97	0.97	0.95	0.97	0.95	0.98
chr9	126308242	126308566	chr9	126308242	126308565	0.94	0.92	0.96	0.96	0.95	0.96	0.94	0.93	0.96	0.94	0.96	0.96	0.96	0.97	0.95	0.82	0.75	0.32	0.92	0.95	0.84	0.9	0.9	0.94	0.93	0.93	0.95	0.91	0.93	0.94	0.92
chr9	126391557	126391765	chr9	126391557	126391764	0.96	0.92	0.96	0.06	0.92	0.97	0.96	0.97	0.97	0.96	0.97	0.97	0.95	0.96	0.96	0.89	0.95	0.95	0.97	0.97	0.97	0.95	0.85	0.94	0.95	0.88	0.93	0.94	0.96	0.96	0.96
chr9	126416691	126417230	chr9	126416691	126417229	0.93	0.92	0.95	0.93	0.33	0.96	0.95	0.95	0.95	0.96	0.96	0.94	0.94	0.9	0.95	0.67	0.95	0.95	0.95	0.96	0.95	0.94	0.95	0.96	0.95	0.96	0.95	0.95	0.95	0.95	0.94
chr9	127052369	127052412	chr9	127052369	127052411	0.97	0.95	0.95	0.98	0.94	0.91	0.91	0.94	0.96	0.9	0.95	0.71	0.98	0.98	0.89	0.68	0.97	0.92	0.87	0.75	0.06	0.93	0.85	0.96	0.96	0.97	0.96	0.96	0.83	0.89	0.82
chr9	127120340	127120762	chr9	127120340	127120761	0.97	0.97	0.96	0.97	0.98	0.98	0.97	0.97	0.98	0.97	0.98	0.98	0.47	0.98	0.98	0.94	0.98	0.98	0.98	0.95	0.97	0.97	0.96	0.98	0.97	0.98	0.98	0.97	0.97	0.97	0.97
chr9	127387482	127387755	chr9	127387482	127387754	0.94	0.93	0.95	0.97	0.94	0.96	0.93	0.94	0.93	0.96	0.96	0.96	0.94	0.96	0.96	0.63	0.73	0.21	0.93	0.94	0.9	0.95	0.95	0.96	0.96	0.88	0.96	0.96	0.95	0.95	0.95
chr9	127603211	127603382	chr9	127603211	127603381	0.87	0.93	0.8	0.96	0.93	0.97	0.94	0.93	0.89	0.88	0.86	0.95	0.9	0.52	0.9	0.71	0.91	0.94	0.92	0.89	0.93	0.68	0.2	0.68	0.47	0.93	0.95	0.66	0.83	0.89	0.92
chr9	127823529	127823864	chr9	127823529	127823863	0.96	0.95	0.95	0.95	0.96	0.95	0.96	0.95	0.95	0.96	0.96	0.92	0.84	0.89	0.94	0.84	0.95	0.95	0.96	0.96	0.96	0.95	0.9	0.96	0.95	0.96	0.95	0.34	0.95	0.96	0.96
chr9	128200028	128200203	chr9	128200028	128200202	0.95	0.95	0.85	0.9	0.98	0.99	0.96	0.98	0.95	0.99	0.97	0.9	0.07	0.96	0.99	0.84	0.98	0.98	0.98	0.99	0.98	0.93	0.82	0.95	0.92	0.99	0.95	0.8	0.97	0.99	0.98
chr9	128347841	128348213	chr9	128347841	128348212	0.98	0.97	0.98	0.98	0.98	0.21	0.97	0.98	0.97	0.98	0.98	0.98	0.98	0.98	0.98	0.77	0.97	0.97	0.97	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.97	0.97	0.96	0.94
chr9	128359223	128359401	chr9	128359223	128359400	0.99	0.98	0.99	0.98	0.98	0.98	0.95	0.99	0.97	0.99	0.98	0.99	0.98	0.99	0.98	0.82	0.98	0.98	0.98	0.99	0.99	0.28	0.77	0.96	0.99	0.98	0.99	0.98	0.98	0.98	0.98
chr9	128467738	128468047	chr9	128467738	128468046	0.9	0.91	0.82	0.93	0.93	0.95	0.86	0.74	0.85	0.92	0.92	0.94	0.93	0.91	0.92	0.64	0.9	0.95	0.92	0.93	0.88	0.91	0.92	0.94	0.92	0.93	0.94	0.88	0.13	0.91	0.91
chr9	128524816	128525096	chr9	128524816	128525095	0.91	0.95	0.9	0.88	0.94	0.95	0.24	0.9	0.46	0.66	0.78	0.95	0.95	0.94	0.88	0.86	0.95	0.94	0.92	0.92	0.95	0.93	0.91	0.69	0.87	0.91	0.92	0.94	0.94	0.91	0.94
chr9	128534408	128534981	chr9	128534408	128534980	0.87	0.88	0.69	0.89	0.89	0.89	0.41	0.83	0.78	0.85	0.81	0.88	0.88	0.89	0.85	0.77	0.88	0.89	0.88	0.9	0.9	0.85	0.86	0.86	0.76	0.87	0.89	0.89	0.85	0.88	0.86
chr9	128745912	128746123	chr9	128745912	128746122	0.75	0.82	0.95	0.57	0.85	0.93	0.91	0.83	0.93	0.92	0.92	0.82	0.91	0.41	0.32	0.67	0.9	0.93	0.93	0.92	0.91	0.86	0.85	0.89	0.91	0.9	0.9	0.89	0.89	0.86	0.86
chr9	129143334	129143781	chr9	129143334	129143780	0.91	0.86	0.93	0.82	0.84	0.94	0.93	0.91	0.23	0.74	0.93	0.78	0.95	0.88	0.87	0.66	0.93	0.93	0.88	0.88	0.89	0.91	0.62	0.84	0.82	0.93	0.93	0.86	0.92	0.91	0.93
chr9	129191579	129192021	chr9	129191579	129192020	0.95	0.95	0.96	0.59	0.96	0.97	0.86	0.91	0.19	0.4	0.8	0.94	0.95	0.96	0.95	0.76	0.96	0.97	0.96	0.96	0.96	0.94	0.95	0.96	0.94	0.95	0.97	0.93	0.87	0.91	0.93
chr9	129551659	129551736	chr9	129551659	129551735	0.94	0.93	0.95	0.93	0.96	0.96	0.87	0.7	0.87	0.82	0.85	0.86	0.89	0.69	0.31	0.66	0.93	0.97	0.93	0.96	0.91	0.72	0.87	0.93	0.74	0.97	0.96	0.88	0.83	0.84	0.91
chr9	129882758	129883094	chr9	129882758	129883093	0.31	0.84	0.96	0.65	0.74	0.97	1.0	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.76	0.59	0.95	0.98	0.98	0.99	0.99	0.92	0.95	0.97	0.98	0.93	0.87	0.99	0.89	0.99	0.99
chr9	130226700	130226898	chr9	130226700	130226897	0.93	0.96	0.92	0.96	0.96	0.97	0.94	0.94	0.12	0.83	0.82	0.96	0.96	0.97	0.96	0.79	0.97	0.97	0.97	0.97	0.97	0.96	0.96	0.97	0.98	0.96	0.97	0.93	0.92	0.96	0.95
chr9	130261930	130262136	chr9	130261930	130262135	0.98	0.97	0.98	0.98	0.82	0.99	0.99	0.98	0.98	0.97	0.99	0.99	0.98	0.98	0.98	0.83	0.98	0.99	0.98	0.98	0.98	0.88	0.3	0.96	0.95	0.99	0.99	0.97	0.98	0.98	0.97
chr9	130295500	130296208	chr9	130295500	130296207	0.96	0.93	0.97	0.98	0.96	0.97	0.97	0.91	0.97	0.97	0.97	0.88	0.83	0.34	0.71	0.87	0.96	0.97	0.97	0.95	0.79	0.94	0.96	0.96	0.96	0.97	0.96	0.97	0.97	0.96	0.98
chr9	130455500	130455674	chr9	130455500	130455673	0.89	0.9	0.9	0.96	0.23	0.96	0.94	0.95	0.89	0.89	0.91	0.95	0.94	0.92	0.94	0.71	0.91	0.94	0.95	0.96	0.92	0.91	0.87	0.96	0.92	0.91	0.9	0.93	0.92	0.92	0.83
chr9	130480428	130480663	chr9	130480428	130480662	0.96	0.97	0.97	0.96	0.91	0.98	0.98	0.98	0.97	0.98	0.96	0.96	0.97	0.56	0.36	0.73	0.97	0.97	0.97	0.97	0.97	0.97	0.97	0.99	0.98	0.97	0.98	0.96	0.96	0.97	0.96
chr9	130511863	130511940	chr9	130511863	130511939	0.91	0.9	0.98	1.0	0.98	0.94	0.99	0.91	0.93	0.97	0.96	0.98	0.98	0.98	0.94	0.8	0.98	0.97	0.9	0.14	0.98	0.97	0.97	0.99	0.97	0.97	0.98	0.96	0.98	0.96	0.97
chr9	130530760	130531143	chr9	130530760	130531142	0.54	0.25	0.94	0.81	0.94	0.94	0.93	0.88	0.96	0.95	0.97	0.88	0.94	0.93	0.88	0.69	0.87	0.89	0.86	0.84	0.94	0.92	0.93	0.92	0.93	0.96	0.96	0.95	0.94	0.93	0.9
chr9	130603724	130603934	chr9	130603724	130603933	0.87	0.76	0.88	0.93	0.96	0.92	0.91	0.88	0.94	0.92	0.95	0.94	0.96	0.95	0.92	0.11	0.94	0.95	0.94	0.95	0.95	0.91	0.9	0.92	0.92	0.95	0.95	0.91	0.88	0.89	0.89
chr9	130613985	130614101	chr9	130613985	130614100	0.6	0.17	0.98	0.98	0.99	0.97	0.99	0.9	0.99	0.97	0.98	0.96	0.98	0.99	1.0	0.95	0.97	0.9	0.85	1.0	0.98	0.97	0.98	1.0	0.98	0.99	0.97	0.98	0.98	0.98	0.95
chr9	130619179	130619493	chr9	130619179	130619492	0.89	0.85	0.85	0.93	0.94	0.93	0.9	0.89	0.93	0.93	0.92	0.93	0.92	0.89	0.93	0.22	0.92	0.86	0.88	0.83	0.85	0.89	0.91	0.92	0.91	0.95	0.95	0.92	0.71	0.79	0.62
chr9	130694347	130694514	chr9	130694347	130694515	0.93	0.96	0.9	0.8	0.96	0.94	0.97	0.95	0.91	0.94	0.95	0.97	0.74	0.95	0.95	0.96	0.97	0.97	0.97	0.98	0.98	0.95	0.89	0.98	0.94	0.97	0.98	0.25	0.9	0.93	0.89
chr9	130701683	130702221	chr9	130701683	130702220	0.93	0.94	0.92	0.92	0.94	0.94	0.95	0.91	0.95	0.95	0.96	0.95	0.95	0.96	0.94	0.34	0.94	0.93	0.96	0.97	0.95	0.92	0.85	0.94	0.94	0.96	0.95	0.92	0.91	0.94	0.94
chr9	130711036	130712016	chr9	130711036	130712015	0.96	0.95	0.94	0.34	0.94	0.96	0.95	0.95	0.95	0.96	0.97	0.96	0.96	0.97	0.96	0.82	0.93	0.94	0.93	0.94	0.94	0.96	0.96	0.97	0.96	0.94	0.94	0.96	0.95	0.96	0.96
chr9	130905355	130905546	chr9	130905355	130905545	0.98	1.0	1.0	1.0	1.0	0.99	0.99	0.99	1.0	0.99	0.99	0.99	1.0	1.0	0.99	0.96	1.0	0.99	0.96	0.19	0.97	0.99	0.99	0.99	0.96	0.99	1.0	1.0	0.99	1.0	1.0
chr9	131021588	131021819	chr9	131021588	131021818	0.92	0.92	0.89	0.92	0.88	0.92	0.91	0.85	0.88	0.88	0.94	0.92	0.93	0.9	0.92	0.74	0.9	0.92	0.92	0.92	0.89	0.88	0.89	0.88	0.93	0.94	0.86	0.92	0.86	0.6	0.3
chr9	131153235	131153960	chr9	131153235	131153959	0.88	0.91	0.91	0.18	0.83	0.93	0.92	0.86	0.91	0.89	0.92	0.93	0.94	0.89	0.91	0.74	0.9	0.89	0.92	0.9	0.88	0.87	0.88	0.9	0.91	0.9	0.9	0.91	0.89	0.89	0.89
chr9	131323872	131324443	chr9	131323872	131324444	0.89	0.85	0.89	0.89	0.68	0.9	0.89	0.89	0.89	0.88	0.9	0.91	0.91	0.25	0.58	0.65	0.91	0.9	0.91	0.9	0.9	0.89	0.9	0.89	0.89	0.56	0.86	0.92	0.9	0.9	0.9
chr9	131646023	131646210	chr9	131646023	131646209	0.61	0.36	0.96	0.94	0.9	0.95	0.97	0.93	0.96	0.98	0.99	0.95	0.99	0.96	0.97	0.96	0.98	0.96	0.96	0.97	0.99	0.83	0.8	0.92	0.95	0.93	0.75	0.94	0.95	0.96	0.96
chr9	131826515	131827217	chr9	131826515	131827218	0.91	0.98	0.98	0.99	0.98	0.2	0.98	0.98	0.97	0.97	0.98	0.98	0.98	0.98	0.97	0.96	0.98	0.97	0.92	0.89	0.98	0.98	0.98	0.98	0.98	0.99	0.99	0.99	0.98	0.98	0.98
chr9	131857130	131857497	chr9	131857130	131857496	0.95	0.97	0.96	0.98	0.94	0.98	0.87	0.15	0.93	0.95	0.97	0.97	0.98	0.97	0.98	0.84	0.96	0.97	0.98	0.98	0.96	0.97	0.96	0.98	0.99	0.98	0.99	0.97	0.97	0.98	0.98
chr9	131876392	131876461	chr9	131876392	131876460	0.87	0.96	0.97	0.96	0.83	0.93	0.99	0.97	0.98	0.99	0.99	0.99	0.98	1.0	0.97	0.82	0.98	0.99	0.16	0.21	0.53	0.98	0.99	0.99	0.99	0.98	0.98	0.98	0.98	0.98	0.98
chr9	132048515	132048588	chr9	132048515	132048587	0.99	0.98	0.99	0.99	0.99	0.99	0.98	0.96	0.99	0.99	0.98	0.97	0.98	0.83	0.22	0.66	0.98	0.99	0.98	0.99	0.98	0.96	0.95	0.95	0.99	0.98	0.99	0.99	0.98	0.95	0.91
chr9	132286030	132286384	chr9	132286030	132286383	0.91	0.95	0.97	0.97	0.98	0.94	0.97	0.92	0.98	0.98	0.97	0.98	0.98	0.98	0.97	0.71	0.96	0.94	0.78	0.15	0.97	0.95	0.95	0.97	0.97	0.98	0.96	0.97	0.97	0.96	0.94
chr9	132339216	132339270	chr9	132339216	132339269	0.5	0.26	0.93	0.98	0.98	0.98	1.0	0.95	1.0	0.96	0.96	0.96	0.96	0.98	0.93	0.61	0.98	0.99	0.92	0.93	0.97	0.96	0.98	0.94	0.96	0.98	0.9	0.99	1.0	0.99	1.0
chr9	132518513	132518900	chr9	132518513	132518899	0.91	0.92	0.88	0.92	0.92	0.87	0.88	0.85	0.89	0.9	0.86	0.91	0.89	0.81	0.75	0.71	0.87	0.87	0.91	0.9	0.9	0.85	0.9	0.66	0.79	0.41	0.55	0.88	0.89	0.91	0.88
chr9	132631611	132631844	chr9	132631611	132631843	0.93	0.95	0.95	0.98	0.89	0.92	0.96	0.95	0.96	0.97	0.96	0.97	0.97	0.98	0.97	0.89	0.12	0.36	0.89	0.83	0.85	0.92	0.96	0.96	0.98	0.97	0.94	0.96	0.96	0.98	0.96
chr9	132766455	132767038	chr9	132766455	132767037	0.87	0.89	0.91	0.92	0.86	0.89	0.9	0.88	0.92	0.93	0.93	0.92	0.93	0.94	0.75	0.62	0.82	0.71	0.9	0.92	0.77	0.89	0.91	0.88	0.9	0.91	0.94	0.92	0.78	0.2	0.48
chr9	132811818	132811955	chr9	132811818	132811954	0.94	0.97	0.98	0.82	0.96	0.99	0.98	0.98	0.99	0.98	0.98	0.98	0.08	0.97	0.98	0.82	0.99	0.98	0.96	0.95	0.97	0.97	0.97	0.99	0.96	0.96	0.97	0.98	0.99	0.98	0.97
chr9	132821563	132821690	chr9	132821563	132821689	0.98	0.98	0.98	0.99	0.99	0.99	0.98	0.99	0.97	0.99	0.99	0.97	0.98	0.96	0.97	0.82	0.99	0.97	0.98	0.98	0.99	0.98	0.98	0.99	0.97	0.99	0.98	0.98	0.97	0.25	0.94
chr9	132936671	132936885	chr9	132936671	132936884	0.94	0.95	0.95	0.96	0.26	0.98	0.96	0.96	0.98	0.99	0.98	0.96	0.96	0.98	0.97	0.97	0.96	0.98	0.97	0.97	0.95	0.82	0.8	0.97	0.96	0.97	0.97	0.95	0.97	0.95	0.92
chr9	132997940	132998113	chr9	132997940	132998112	0.91	0.9	0.96	0.65	0.28	0.94	0.96	0.87	0.95	0.9	0.97	0.88	0.97	0.94	0.97	0.91	0.96	0.96	0.96	0.98	0.96	0.84	0.65	0.89	0.98	0.82	0.68	0.89	0.96	0.97	0.97
chr9	132998164	132998235	chr9	132998164	132998234	0.93	0.92	0.94	0.91	0.22	0.99	0.98	0.99	0.91	0.98	1.0	0.97	0.99	0.99	0.99	0.91	0.99	1.0	0.99	0.98	0.99	0.93	0.74	0.97	0.99	0.99	0.98	0.98	0.98	0.99	0.98
chr9	133001101	133001406	chr9	133001101	133001405	0.98	0.98	0.97	0.98	0.98	0.99	0.97	0.92	0.99	0.99	0.98	0.97	0.16	0.97	0.98	0.84	0.97	0.97	0.95	0.9	0.95	0.98	0.98	0.97	0.94	0.99	0.98	0.92	0.97	0.97	0.94
chr9	133318473	133318759	chr9	133318473	133318758	0.92	0.91	0.92	0.92	0.91	0.18	0.9	0.86	0.9	0.88	0.91	0.81	0.91	0.91	0.86	0.65	0.86	0.83	0.89	0.89	0.91	0.91	0.9	0.88	0.87	0.89	0.91	0.92	0.91	0.9	0.85
chr9	133473184	133474048	chr9	133473184	133474047	0.71	0.9	0.89	0.91	0.92	0.18	0.82	0.88	0.85	0.85	0.9	0.9	0.88	0.93	0.92	0.87	0.93	0.92	0.87	0.7	0.9	0.88	0.9	0.91	0.9	0.89	0.9	0.9	0.9	0.92	0.89
chr9	133474346	133474507	chr9	133474346	133474506	0.98	0.98	1.0	0.99	0.99	0.12	0.99	0.99	0.98	0.99	0.99	0.99	0.99	1.0	0.99	0.96	1.0	0.99	0.99	0.99	1.0	0.99	0.99	0.98	1.0	0.99	0.98	1.0	0.99	0.99	1.0
chr9	133483361	133483604	chr9	133483361	133483603	0.94	0.9	0.92	0.96	0.95	0.98	0.85	0.95	0.9	0.93	0.85	0.93	0.17	0.97	0.96	0.92	0.96	0.97	0.97	0.97	0.97	0.91	0.9	0.93	0.92	0.97	0.95	0.88	0.94	0.97	0.96
chr9	133663914	133664601	chr9	133663914	133664600	0.87	0.85	0.88	0.87	0.88	0.88	0.73	0.69	0.78	0.81	0.84	0.7	0.83	0.34	0.86	0.67	0.83	0.85	0.86	0.87	0.71	0.86	0.86	0.87	0.88	0.86	0.85	0.86	0.87	0.86	0.87
chr9	133740365	133740872	chr9	133740365	133740871	0.63	0.88	0.93	0.92	0.91	0.97	0.93	0.92	0.13	0.68	0.43	0.91	0.96	0.97	0.95	0.87	0.97	0.97	0.97	0.95	0.97	0.94	0.92	0.95	0.96	0.95	0.94	0.95	0.83	0.91	0.95
chr9	133776617	133776778	chr9	133776617	133776777	0.91	0.92	0.95	0.96	0.96	0.92	0.87	0.84	0.94	0.96	0.92	0.88	0.88	0.9	0.92	0.78	0.92	0.91	0.94	0.97	0.9	0.9	0.84	0.92	0.91	0.96	0.97	0.83	0.88	0.45	0.82
chr9	133811282	133811331	chr9	133811282	133811330	0.35	0.76	0.98	0.98	0.98	0.98	0.98	0.92	0.94	0.95	0.95	0.96	0.97	0.98	0.95	0.61	0.92	0.92	0.9	0.95	0.84	0.91	0.96	0.96	0.83	0.98	0.95	0.94	0.97	0.98	0.82
chr9	133811340	133811535	chr9	133811340	133811534	0.46	0.73	0.95	0.92	0.92	0.87	0.9	0.86	0.88	0.92	0.88	0.94	0.95	0.9	0.9	0.55	0.72	0.71	0.68	0.56	0.67	0.88	0.86	0.86	0.82	0.9	0.92	0.72	0.91	0.89	0.74
chr9	133967815	133968043	chr9	133967815	133968042	0.88	0.91	0.92	0.94	0.95	0.92	0.93	0.88	0.9	0.89	0.83	0.83	0.95	0.94	0.87	0.67	0.88	0.9	0.92	0.94	0.9	0.89	0.88	0.92	0.92	0.51	0.65	0.87	0.89	0.91	0.85
chr9	134109876	134110489	chr9	134109876	134110488	0.89	0.92	0.17	0.93	0.91	0.96	0.94	0.93	0.93	0.93	0.95	0.94	0.93	0.95	0.94	0.72	0.92	0.83	0.95	0.94	0.96	0.92	0.9	0.94	0.94	0.95	0.91	0.93	0.95	0.93	0.94
chr9	134111085	134111579	chr9	134111085	134111578	0.92	0.97	0.14	0.98	0.97	0.99	0.98	0.98	0.99	0.98	0.98	0.99	0.99	0.99	0.98	0.88	0.99	0.98	0.97	0.94	0.95	0.96	0.93	0.98	0.98	0.99	0.98	0.98	0.96	0.98	0.97
chr9	134136257	134136566	chr9	134136257	134136565	1.0	0.99	0.26	1.0	0.97	0.99	1.0	0.99	0.99	0.98	0.98	1.0	1.0	0.99	0.99	0.97	0.99	0.99	1.0	1.0	1.0	0.99	0.99	1.0	1.0	0.99	1.0	0.99	0.99	0.99	0.99
chr9	134195864	134195923	chr9	134195864	134195922	0.41	0.9	0.97	0.98	0.99	0.98	0.98	0.97	0.97	0.96	0.99	0.96	0.93	0.99	0.97	0.91	0.98	0.99	0.98	0.96	0.99	0.94	0.95	0.98	0.98	0.98	0.94	0.96	0.96	0.97	0.9
chr9	134199247	134199675	chr9	134199247	134199674	0.96	0.95	0.97	0.97	0.97	0.92	0.8	0.16	0.84	0.95	0.9	0.96	0.94	0.92	0.82	0.8	0.94	0.94	0.97	0.96	0.95	0.88	0.92	0.96	0.89	0.95	0.98	0.9	0.86	0.9	0.91
chr9	134350773	134351153	chr9	134350773	134351152	0.99	1.0	0.99	0.99	0.94	0.99	1.0	0.99	1.0	1.0	0.99	0.96	0.99	1.0	1.0	0.91	1.0	0.99	0.99	0.97	0.99	0.99	0.99	1.0	1.0	0.94	0.21	1.0	0.99	1.0	1.0
chr9	134426619	134426854	chr9	134426619	134426853	0.9	0.89	0.89	0.95	0.94	0.91	0.91	0.91	0.9	0.9	0.94	0.96	0.9	0.97	0.93	0.22	0.91	0.93	0.91	0.97	0.91	0.93	0.91	0.97	0.91	0.91	0.92	0.94	0.95	0.92	0.97
chr9	134719921	134720096	chr9	134719921	134720095	0.94	0.91	0.95	0.99	0.99	0.94	0.98	0.98	0.98	0.99	0.98	0.26	0.95	0.77	0.96	0.71	0.98	0.97	0.98	1.0	0.98	0.94	0.94	0.99	0.99	0.97	0.99	0.91	0.98	0.98	0.99
chr9	134836850	134837236	chr9	134836850	134837235	0.94	0.95	0.97	0.17	0.92	0.95	0.94	0.94	0.96	0.96	0.95	0.96	0.94	0.96	0.95	0.82	0.96	0.94	0.96	0.95	0.95	0.95	0.95	0.95	0.96	0.95	0.93	0.94	0.95	0.94	0.95
chr9	134923256	134924068	chr9	134923256	134924067	0.78	0.76	0.64	0.84	0.83	0.84	0.29	0.63	0.71	0.65	0.77	0.61	0.84	0.84	0.81	0.65	0.77	0.64	0.83	0.84	0.82	0.82	0.82	0.82	0.8	0.85	0.82	0.74	0.78	0.84	0.83
chr9	134962914	134963015	chr9	134962914	134963014	0.92	0.94	0.96	0.12	0.96	0.93	0.71	0.64	0.84	0.93	0.89	0.84	0.91	0.9	0.76	0.65	0.96	0.97	0.97	0.97	0.95	0.94	0.93	0.91	0.93	0.93	0.96	0.91	0.92	0.95	0.97
chr9	135118629	135118892	chr9	135118629	135118891	0.93	0.96	0.96	0.98	0.92	0.95	0.96	0.13	0.96	0.92	0.95	0.93	0.97	0.98	0.97	0.75	0.97	0.96	0.95	0.94	0.95	0.92	0.92	0.94	0.8	0.97	0.94	0.95	0.91	0.9	0.78
chr9	135142663	135143244	chr9	135142663	135143243	0.84	0.87	0.31	0.9	0.9	0.92	0.9	0.87	0.85	0.87	0.89	0.91	0.92	0.91	0.91	0.81	0.92	0.92	0.92	0.9	0.92	0.86	0.91	0.89	0.92	0.92	0.89	0.92	0.9	0.92	0.91
chr9	135195491	135195734	chr9	135195491	135195733	0.97	0.97	0.24	0.98	0.96	0.98	0.97	0.98	0.98	0.97	0.98	0.97	0.98	0.93	0.97	0.92	0.98	0.97	0.98	0.97	0.98	0.96	0.96	0.98	0.98	0.98	0.95	0.98	0.97	0.97	0.96
chr9	135277023	135277490	chr9	135277023	135277489	0.88	0.89	0.86	0.89	0.88	0.89	0.88	0.88	0.89	0.91	0.89	0.77	0.19	0.85	0.9	0.77	0.89	0.87	0.9	0.88	0.89	0.87	0.88	0.88	0.85	0.9	0.88	0.88	0.9	0.89	0.89
chr9	135481767	135481879	chr9	135481767	135481880	0.84	0.9	0.94	0.91	0.97	0.88	0.84	0.69	0.82	0.69	0.96	0.95	0.96	0.98	0.97	0.81	0.98	0.98	0.97	0.98	0.99	0.96	0.9	0.93	0.95	0.93	0.71	0.86	0.81	0.83	0.16
chr9	135483239	135483350	chr9	135483239	135483349	0.94	0.97	0.94	0.98	0.98	0.99	0.95	0.92	0.94	0.9	0.96	0.97	0.99	0.98	0.96	0.8	0.96	0.98	0.98	0.97	0.99	0.3	0.64	0.75	0.78	0.95	0.89	0.93	0.95	0.96	0.93
chr9	135486164	135486346	chr9	135486164	135486345	0.92	0.94	0.97	0.97	0.97	0.98	0.96	0.94	0.95	0.92	0.96	0.97	0.96	0.27	0.97	0.75	0.97	0.98	0.97	0.97	0.98	0.96	0.96	0.95	0.97	0.98	0.95	0.95	0.95	0.97	0.97
chr9	135699313	135699800	chr9	135699313	135699799	0.84	0.88	0.95	0.93	0.94	0.68	0.94	0.78	0.86	0.84	0.86	0.95	0.96	0.94	0.94	0.6	0.31	0.82	0.9	0.94	0.86	0.92	0.91	0.94	0.94	0.93	0.93	0.88	0.91	0.93	0.91
chr9	135763542	135764023	chr9	135763542	135764022	0.98	0.96	1.0	0.99	0.99	0.98	0.99	0.98	0.98	0.97	0.99	0.99	1.0	1.0	0.99	0.89	0.98	0.96	0.97	0.99	0.2	0.98	0.99	0.99	0.99	0.99	0.99	0.99	0.98	0.99	0.99
chr9	135812998	135813249	chr9	135812998	135813248	0.92	0.9	0.94	0.95	0.95	0.92	0.93	0.92	0.94	0.94	0.96	0.87	0.94	0.96	0.92	0.75	0.93	0.9	0.89	0.94	0.94	0.89	0.94	0.85	0.24	0.7	0.93	0.94	0.7	0.92	0.87
chr9	135887414	135887513	chr9	135887414	135887512	0.93	0.94	0.92	0.92	0.95	0.92	0.93	0.89	0.82	0.19	0.56	0.63	0.64	0.95	0.81	0.9	0.95	0.95	0.95	0.98	0.8	0.92	0.91	0.95	0.94	0.94	0.88	0.91	0.93	0.78	0.79
